,CODDEPTO,DEPARTAMENTO,CODMPIO,MUNICIPIO,AÑO,Kilogramos incautadas
373,76,VALLE DEL CAUCA,76233,DAGUA,1999,0.0
374,76,VALLE DEL CAUCA,76243,EL AGUILA,1999,0.0
375,76,VALLE DEL CAUCA,76246,EL CAIRO,1999,0.0
376,76,VALLE DEL CAUCA,76248,EL CERRITO,1999,0.0
377,76,VALLE DEL CAUCA,76250,EL DOVIO,1999,0.0
378,76,VALLE DEL CAUCA,76275,FLORIDA,1999,0.0
379,76,VALLE DEL CAUCA,76318,GUACARÍ,1999,0.0
380,76,VALLE DEL CAUCA,76364,JAMUNDÍ,1999,0.0
381,76,VALLE DEL CAUCA,76377,LA CUMBRE,1999,0.0
382,76,VALLE DEL CAUCA,76400,LA UNIÓN,1999,0.0
383,76,VALLE DEL CAUCA,76497,OBANDO,1999,0.0
384,76,VALLE DEL CAUCA,76520,PALMIRA,1999,1.0
385,76,VALLE DEL CAUCA,76563,PRADERA,1999,0.0
386,76,VALLE DEL CAUCA,76616,RIOFRÍO,1999,550.0
387,76,VALLE DEL CAUCA,76622,ROLDANILLO,1999,0.0
388,76,VALLE DEL CAUCA,76670,SAN PEDRO,1999,0.0
389,76,VALLE DEL CAUCA,76736,SEVILLA,1999,0.0
390,76,VALLE DEL CAUCA,76823,TORO,1999,0.0
391,76,VALLE DEL CAUCA,76828,TRUJILLO,1999,0.0
392,76,VALLE DEL CAUCA,76834,TULUÁ,1999,0.0
393,76,VALLE DEL CAUCA,76845,ULLOA,1999,0.0
394,76,VALLE DEL CAUCA,76863,VERSALLES,1999,0.0
395,76,VALLE DEL CAUCA,76869,VIJES,1999,0.0
396,76,VALLE DEL CAUCA,76890,YOTOCO,1999,27.0
397,76,VALLE DEL CAUCA,76892,YUMBO,1999,0.0
398,76,VALLE DEL CAUCA,76895,ZARZAL,1999,0.0
399,81,ARAUCA,81001,ARAUCA,1999,0.9
400,81,ARAUCA,81065,ARAUQUITA,1999,0.0
401,81,ARAUCA,81300,FORTUL,1999,0.0
402,81,ARAUCA,81736,SARAVENA,1999,0.0
403,81,ARAUCA,81794,TAME,1999,32.85
404,85,CASANARE,85001,YOPAL,1999,0.2
405,85,CASANARE,85010,AGUAZUL,1999,0.0
406,85,CASANARE,85225,NUNCHÍA,1999,0.0
407,85,CASANARE,85440,VILLANUEVA,1999,0.0
408,86,PUTUMAYO,86001,MOCOA,1999,6.0
409,86,PUTUMAYO,86320,ORITO,1999,0.0
410,86,PUTUMAYO,86568,PUERTO ASÍS,1999,2.0
411,86,PUTUMAYO,86569,PUERTO CAICEDO,1999,0.0
412,86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,1999,0.0
413,86,PUTUMAYO,86755,SAN FRANCISCO,1999,0.0
414,86,PUTUMAYO,86757,SAN MIGUEL ,1999,300.0
415,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ ,1999,5.0
416,86,PUTUMAYO,86885,VILLAGARZÓN,1999,0.0
417,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,1999,42.25
418,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA Y SANTA CATALINA ,1999,0.0
419,91,AMAZONAS,91001,LETICIA,1999,220.675
420,91,AMAZONAS,91407,LA PEDRERA ,1999,0.0
421,94,GUAINIA,94001,INIRIDA,1999,0.0
422,94,GUAINIA,94343,BARRANCO MINA ,1999,1.0
423,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,1999,0.0
424,95,GUAVIARE,95200,MIRAFLORES,1999,0.0
425,97,VAUPES,97001,MITÚ,1999,0.0
426,99,VICHADA,99001,PUERTO CARREÑO,1999,0.0
427,99,VICHADA,99773,CUMARIBO,1999,0.0
428,5,ANTIOQUIA,5004,ABRIAQUÍ,1999,0.0
429,5,ANTIOQUIA,5051,ARBOLETES,1999,0.0
430,5,ANTIOQUIA,5055,ARGELIA,1999,0.0
431,5,ANTIOQUIA,5059,ARMENIA,1999,0.0
